,dataset_name,1/1/2017_x,2/1/2017_x,3/1/2017_x,4/1/2017_x,5/1/2017_x,1/1/2017_y,2/1/2017_y,3/1/2017_y,4/1/2017_y,5/1/2017_y,package_id,package_name,package_has_admin_boundary_tag,package_tag_list,package_has_cod_tag,package_author,package_caveats,package_dataset_date,package_total_res_downloads,package_methodology,package_title,package_creator,organisation_name,package_notes,package_num_resources,package_tracking_summary_total,package_dataset_source,package_locations_list
48,Namibia - Contour Lines,1,1,3,2,0,3.0,2.0,5.0,3.0,0.0,de81e57f-61dc-43e1-8d64-e4e77e26001d,namibia-contour-lines,False,"cod ,elevation ,geodata ,hypsography ,lines ,nodeid4501 ,terrain",True,None,"**Languages:** EN
",12/31/2001,6.0,Other,Namibia - Contour Lines,hdx,ocha-rosa,"Countour Lines at 100m Intervals. Interpolated (using a kriging interpolator) from a 30 second grid DTM. Grid cell size was set to 500m. The shapefile was produced directly from the grid using elevation intervals of 100m. Positional Accuracy: Interpolated from 1km grid. 
DTM originally obtained from Geo Business Solutions.

Zip file includes elevation and relief, Namibia borders and settlements shapefiles, and detail metadata. ",1.0,85.0,"Atlas of Namibia, Geo Business Solutions",Namibia
49,Sri Lanka - River and Streams,3,0,11,4,0,7.0,9.0,18.0,10.0,1.0,cb9f7ddd-4379-4f0e-a809-93ff7f24a25d,sri-lanka-water-bodies-0-0,False,"cod ,geodata ,hydrology ,lakes ,lines ,nodeid4135",True,None,"**Languages:** EN
",04/16/2013,6.0,Other,Sri Lanka - River and Streams,hdx,ocha-roap,"Main river and sream of Sri Lanka

Scale : 250k

ArcGIS Projected Coordinate System : SLD-Kandawala.prj",1.0,185.0,The Survey Department of Sri Lanka ,Sri Lanka
50,Liberia - Roads,0,1,6,3,0,0.0,1.0,12.0,12.0,5.0,ee904c54-a82a-41f5-9bef-bbd6dc72c874,liberia-roads,False,"cod ,geodata ,infrastructure ,lines ,nodeid4052 ,transportation",True,None,"**Most Recent Changes:** (2014-11-19) metadata updated

**Languages:** EN
",01/01/2007,8.0,Other,Liberia - Roads,hdx,ocha-liberia,"Road network of Liberia

This dataset represents roads network within Liberia. These data are part of the government-derived shape files provided by UNDP in January 2007.  This dataset was derived from NIMA Vmap L1 and a survey by UNMIL Irish team, then anaylised and updated by UNMIL GIS Unit using Landsat imagery. New roads were digitized from the Landsat and non-existing roads were deleted from the source datasets. The attributes include category, names, description and assessment roads planning.
",1.0,232.0,"Government, United Nations Mission in Liberia (UNMIL), and United Nations Development Programme (UNDP)",Liberia
51,Sudan - Administrative Boundaries (1 and 2),18,28,42,28,3,39.0,90.0,56.0,50.0,1.0,7b3c6a84-b654-4298-a777-a6f247162ae2,sudan-administrative-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4711 ,polygon",True,None,"**Most Recent Changes:** The state boundaries are adjusted to match the international boundaries. The two Kordofan states have changed into three Kordofan states (North, South and West)

**Languages:** EN

",11/01/2014,32.0,Other,Sudan - Administrative Boundaries (1 and 2),hdx,ocha-sudan,"Sudan Administrative Boundaries
Level 1: State boundaries
Level 2: Locality boundaries

This shape file is created by IMWG and adjusted by OCHA. ",3.0,213.0,"CRMA UNDP, ITOS",Sudan
52,Myanmar - Transportation network,12,1,5,5,0,16.0,14.0,6.0,18.0,0.0,6c283407-21bc-4e9e-88ab-ef50a115f371,myanmar-transportation-network,False,"cod ,gedoata ,railways ,roads ,shapefiles ,transportation ,transportation network",True,,,12/04/2013,46.0,Other,Myanmar - Transportation network,ditaanggraeni,mimu,Transportation network in Myanmar including roads and railways.,3.0,239.0,MIMU,Myanmar
53,SIERRA LEONE - All Admin Level  Boundaries,0,0,26,36,0,0.0,0.0,43.0,22.0,0.0,a4816317-a913-4619-b1e9-d89e21c056b4,sierra-leone-all-ad-min-level-boundaries,True,"administrative boundaries ,cod ,geodata ,polygon",True,,"**Most Recent Changes: **
Last update 2017-03-06 with ITOS cleaning
(2014-11-25) The dataset have been well cleaned and OCHA pcodes, WHO pcodes and HRinfo have been added with government codes.

Last update March 2017
(2015-02-19) Updated file with new structure

**Languages:** EN",09/17/2014,22.0,Other,SIERRA LEONE - All Admin Level  Boundaries,cj,ocha-rowca,"The geodata represents the 4 provinces, 14 districts, 167 chiefdoms, 1316 counties, Corrected and cleaned with ITOS' help

",6.0,233.0,Government of Sierra Leone,Sierra Leone
54,Tajikistan - Population Estimates 2016 (up to district level),0,0,8,1,0,0.0,0.0,28.0,7.0,0.0,,,,,,,,,,,,,,,,,,
55,Nepal admin level 3 administrative boundaries,30,13,14,26,0,51.0,29.0,47.0,50.0,0.0,b2c19438-3e3c-4553-8ddc-4a42a50acf00,nepal-admin-level-3-administrative-boundaries-cod,True,"administrative boundaries ,cod ,geodata ,nepal earthquake",True,,Use the DIST_CODE government pcode as a unique ID not the OCHA code,01/01/2001,627.0,Other,Nepal admin level 3 administrative boundaries,godfrey,ocha-nepal,Admin level 3 data (Districts) for Nepal.,2.0,1198.0,"Survey Department, Nepal","Nepal ,Nepal Earthquake"
56,Yemen - Water Courses,4,3,13,5,0,11.0,15.0,21.0,24.0,0.0,1afea059-7c2f-4b02-994d-968ef3b05af6,yemen-water-bodies,False,"cod ,geodata ,hydrology ,lakes ,lines ,nodeid4250",True,None,"**Languages:** EN
",04/30/2014,11.0,Other,Yemen - Water Courses,hdx,ocha-yemen,"Wadies


",1.0,137.0,Yemen Central Statistical Organisation,Yemen
57,"Nigeria - Admin Level 0 (International) Boundaries, Admin Level 1 Boundaries, Admin Level 2 Boundaries",0,0,0,3,0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
58,Ecuador - Admin Level 0 (International) Boundaries,0,0,4,1,0,1.0,0.0,4.0,3.0,0.0,2b50f5e6-d4c4-4ad7-90d6-85206f3a2bab,ecuador-admin-level-0-international-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid107471 ,polygon",True,None,"**Languages:** EN
",12/20/2011,0.0,Other,Ecuador - Admin Level 0 (International) Boundaries,hdx,ocha-rolac, Administrative Boundaries Level 0 (Capa Pais),1.0,36.0,Global Administrative Areas (http://www.gadm.org/),Ecuador
59,Nigeria - Water Courses,6,19,10,9,0,11.0,23.0,16.0,28.0,0.0,8e5fe191-8328-45b6-99b8-99652c53159c,nigeria-water-courses-cod,False,"cod ,lines ,polygons ,west and central africa",True,,"**Most Recent Changes:** Data from ESRI have been included.  **Dataset language:** Englsh.
",02/02/2012,29.0,Other,Nigeria - Water Courses,hdx,ocha-nigeria,"The geodata represents the hydrography network of Nigeria. Scale: 1:1,000,000",3.0,293.0,DCW and ESRI,Nigeria
60,Burundi - Admin Level 5 Boundaries,0,4,3,5,0,2.0,10.0,7.0,6.0,0.0,95145e1b-382b-443e-9521-ce94a2ec489a,burundi-admin-level-5-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4350 ,polygon",True,None,"**Languages:** EN
",01/01/2006,23.0,Other,Burundi - Admin Level 5 Boundaries,hdx,ocha-burundi,"**Abstract:** Admin 5 is the Sous-Colline layer , Data source by IGEBU as of 2006



",1.0,193.0,IGEBU,Burundi
61,Mali - Settlements,16,15,26,13,0,20.0,18.0,39.0,43.0,3.0,1542b2e2-ffd1-4835-bc6f-a9e6dcf7421d,mali-settlements,False,"cod ,geodata ,nodeid104568 ,points ,populated places ,settlements",True,None,"**Most Recent Changes:** (2015-06-04) COD services (data improvement, creation of data standardization/multiple formats and QA report) developed in collaboration with [ITOS](http://www.cviog.uga.edu/itos)



**Languages:** EN
",02/02/2015,78.0,Other,Mali - Settlements,hdx,ocha-mali,"Mali Settlements

Populated places for Mali (Settlements, including villages) that include pcodes. Available in multiple formats that contains all admin levels, each comes with a quality report, and a look up table that idenitifes admin level information. There are duplicate names that have different pcodes, this accurate and has been verified.

Admin COD datasets for Mali endorsed by IMWG depending in 2015; see metadata for description of cleaning and processing performed by ITOS.
",4.0,434.0,Direction Nationale de l'Administration Territoriales (DNAT) and l'Institut national de la statistique (INSTAT),Mali
62,Bangladesh - Railroads,0,3,7,3,0,5.0,7.0,10.0,8.0,0.0,666b5367-bfac-4447-a8e8-dc86a85349f3,bangladesh-railways,False,"cod ,geodata ,infrastructure ,lines ,nodeid4260 ,railroads ,transportation",True,None,"**Languages:** EN
",09/28/2014,0.0,Other,Bangladesh - Railroads,hdx,ocha-roap,"This spatial dataset provides line data of Bangladesh Railroads. The original source of the data is Local Government Engineering Department (LGED). Dataset/Metadata updated by WFP, Map Action and OCHA.",1.0,52.0,Local Government Engineering Department (LGED),Bangladesh
63,DPR Korea - Settlements,1,0,2,5,0,4.0,3.0,7.0,9.0,0.0,c9585460-6776-4210-a5f4-6e1089ddcf03,dpr-korea-settlements,False,"cod ,geodata ,nodeid65114 ,points ,populated places ,settlements",True,None,"**Most Recent Changes:** The OSM dataset was intersected with the admin 2 dataset to assign admin 1 and 2 attribute values to the dataset.

**Languages:** EN KO
",02/17/2015,4.0,Other,DPR Korea - Settlements,hdx,ocha-roap,"This spatial dataset of settlements is a national dataset of 643 villages, towns and cities and suburbs across DPR Korea. The attribute information includes the location name (in local Korean script concatenated with the English translation), OSM id, and the associated province and county administrative name and code. This dataset is also referred to as the village or population point dataset and can be complemented by the WFP dataset.",1.0,55.0,Open Street Map,Democratic People's Republic of Korea
64,DPR Korea - Settlements,1,0,2,5,0,4.0,3.0,7.0,9.0,0.0,c63bec73-f055-4c05-b9ac-6842cad1cf24,dpr-korea-settlements-0,False,"cod ,geodata ,nodeid3894 ,points ,populated places ,settlements",True,None,"**Languages:** EN
",01/01/2013,2.0,Other,DPR Korea - Settlements,hdx,ocha-roap,"This spatial dataset of settlements is a national dataset of 729 villages, towns and cities and suburbs across DPR Korea. The attribute information includes the location name (in English) and the associated province name. This dataset can be complemented by the OSM dataset.

This dataset was provided to  the UN-OCHA Regional Office for the Asia-Pacific by the World Food Programme.  It is believed that the original source of the data is the Global Mapping initiative.",1.0,57.0,World Food Programme (WFP),Democratic People's Republic of Korea
65,Mongolia - Main roads,2,0,0,1,0,4.0,0.0,1.0,2.0,0.0,f3877a9e-09f5-4a9e-8e37-8861b72fa3f3,mongolia-roads-0-0,False,"cod ,geodata ,infrastructure ,lines ,nodeid4451 ,transportation",True,None,"**Languages:** EN
",01/01/2010,2.0,Other,Mongolia - Main roads,hdx,ocha-roap,This dataset represents the major roads of Mongolia.,1.0,53.0,UN Population Fund,Mongolia
66,Eritrea - Settlements,1,1,9,3,0,10.0,3.0,23.0,8.0,0.0,0efac131-00a5-4d1b-82df-b6ef9a331555,eritrea-settlements,False,"cod ,geodata ,nodeid3921 ,points ,populated places ,settlements",True,None,"**Languages:** EN
",01/01/2001,13.0,Other,Eritrea - Settlements,hdx,ocha-rosea,"Eriteria Populated Places

This is a shapefile with populated places in Eriteria as sourced from the Government of Eritrea, 2001


Scale: 1M

",1.0,159.0,Government of Eritrea,Eritrea
67,Liberia - Railways,0,1,0,1,0,1.0,4.0,3.0,8.0,0.0,4504b20c-734b-4bc3-ba17-eb03a04d6377,liberia-railways,False,"cod ,geodata ,infrastructure ,lines ,migration-processing ,nodeid4059 ,transportation",True,None,"**Most Recent Changes:** (2014-11-19) metadata update

**Languages:** EN",01/01/2007,3.0,Other,Liberia - Railways,hdx,ocha-liberia,"Railway network of Liberia

This dataset was extracted by UNMIL GIS Unit from NIMA Vmap L1 railrd feature class. The attributes indicate the name, statut and description of the line.
",1.0,95.0,United Nations Mission in Liberia (UNMIL),Liberia
68,Somalia - Admin Level 1 Boundaries,4,5,10,0,0,21.0,22.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,
69,Gambia - Water Courses,0,4,0,0,0,1.0,1.0,2.0,1.0,0.0,a30319ef-86f8-4ceb-abc9-4fce0000a0fa,gambia-water-courses,False,"cod ,geodata ,hydrology ,lines ,nodeid3970 ,polygon ,rivers",True,None,"**Languages:** EN
",08/01/2012,4.0,Other,Gambia - Water Courses,hdx,ocha-rowca,"Hydrography of the Gambia

The datasets represents the hydrography network (polygon and line) of the Gambia.

Scale: 1/1,000,000",2.0,44.0,Digital Chart of the World (DCW),Gambia
70,DPR Korea - Admin Level 0 (International) Boundaries,0,0,2,3,0,4.0,1.0,3.0,3.0,0.0,778f0310-3ed5-451a-8b0f-e220e4d3fb5a,dpr-korea-admin-level-0-international-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid61995 ,polygon",True,None,"**Languages:** EN
",02/09/2015,2.0,Other,DPR Korea - Admin Level 0 (International) Boundaries,hdx,ocha-roap,"This spatial dataset provides the delimitation and composition of the DPR Korea national boundary. It comprises one national boundary, and is attributed with the country name in English. This dataset was obtained from WFP in 2013.

International boundary dissolved from admin level 1 polygon dataset.

This dataset was provided to  the UN-OCHA Regional Office for the Asia-Pacific by the World Food Programme.  It is believed that the original source of the data is the Global Mapping initiative.",1.0,48.0,World Fodd Programme (WFP),Democratic People's Republic of Korea
71,Myanmar - Hydrology,12,8,11,5,0,13.0,12.0,6.0,20.0,0.0,888302d4-4247-49fa-9804-3e59b25df977,myanmar-hydrology,False,"cod ,geodata ,hydrology ,islands ,islands name ,river ,shapefiles",True,,,12/04/2013,56.0,Other,Myanmar - Hydrology,ditaanggraeni,mimu,"Hydrology geodata of Myanmar, including river, river name and island name.",4.0,166.0,MIMU,Myanmar
72,Libya - Administrative Boundaries and Villages,0,0,32,93,1,0.0,0.0,99.0,191.0,4.0,fd9fb749-5b68-4942-b5f9-115f20b5c00e,admin-boundaries-villages-libya-cods,True,"administrative boundaries ,area ,baladiya ,cod ,geodata ,mantiqua ,municipalities ,points ,polygon ,province ,region ,river ,villages",True,None,None,11/30/2016,0.0,Other,Libya - Administrative Boundaries and Villages,iskandarw,ocha-romena,Administrative boundaries ,6.0,144.0,"UNITAR-UNOSAT, Libyan Bureau of Statistics, WFP,  and Global Logistics Cluster, International Organisation for Migration (IOM)",Libya
73,Bangladesh - Admin Level 1 Boundaries,6,5,7,7,0,14.0,21.0,20.0,19.0,0.0,6f8763e3-7f07-49ff-9ef6-a752da531475,bangladesh-admin-level-1-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4329 ,polygon",True,None,"**Most Recent Changes:** WFP-OCHA-Map Action join team cleaned up the attribute data to ensure consistency with the administrative set-up of the country.

**Languages:** EN",01/01/2010,0.0,Other,Bangladesh - Admin Level 1 Boundaries,hdx,ocha-roap," This spatial dataset provides the delimitation and composition of the Bangladesh Division boundaries and is attributed with the Division names in English. The original source of the data is Bangladesh Bureau of Statistics (BBS). Dataset updated by WFP, Map Action and OCHA.",1.0,116.0,Bangladesh Bureau of Statistics (BBS),Bangladesh
74,Yemen - Settlements,2,0,0,0,0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
75,Honduras - Settlements,0,1,0,0,0,1.0,6.0,4.0,1.0,0.0,5d87529c-d98c-47db-83df-348a0acbc62c,honduras-settlements,False,"cod ,geodata ,nodeid4086 ,points ,populated places ,settlements",True,None,"**Languages:** ES
",,3.0,Other,Honduras - Settlements,hdx,ocha-rolac,Populated places (House & Facilities),1.0,86.0,UNDP,Honduras
76,Ethiopia - Elevation Model,3,2,12,6,0,10.0,5.0,19.0,15.0,1.0,afcf2557-61b4-4589-8092-b32993c4b3fe,ethiopia-elevation-model,False,"cod ,elevation ,geodata ,hypsography ,nodeid3883 ,raster ,terrain",True,None,"**Languages:** EN
",01/01/2004,41.0,Other,Ethiopia - Elevation Model,hdx,ocha-ethiopia,The Ethiopia Elevation model. This dataset has been collected by  Consortium for Spatial Information (CGIAR-CSI),1.0,189.0,CGIAR - Consortium for Spatial Information (CGIAR-CSI),Ethiopia
77,Mali - Elevation Model,2,3,2,1,0,4.0,3.0,5.0,7.0,0.0,09581aac-289c-455f-92c4-83232e406346,mali-elevation-model,False,"cod ,elevation ,geodata ,hypsography ,nodeid4387 ,raster ,terrain",True,None,"**Languages:** EN
",01/26/2012,26.0,Other,Mali - Elevation Model,hdx,ocha-mali,"The dataset represents the Digital Elevation Model and the mosaic has been done by WFP in 2005.

Spatial resolution: 90 m



 



",1.0,180.0,World Food Programme (WFP),Mali
78,Mali - Population projection disaggregated by sex and by sub district 2017,0,0,31,8,0,0.0,0.0,137.0,51.0,0.0,59184cb8-14b7-4e2b-998f-dc28cd348ed0,population-projection-2017-of-mali-disaggregated-by-sex-and-by-sub-district,False,"cod ,hxl ,mali ,population",True,None,None,01/01/2017,1.0,Other,Mali - Population projection disaggregated by sex and by sub district 2017,sekou,ocha-mali,Population projection 2017 of Mali disaggregated by sex and by sub district 2017,1.0,100.0,DNP - Direction Nationale de la Population,Mali
79,Rwanda - Population Statistics,2,2,1,0,0,6.0,3.0,3.0,6.0,0.0,94b26815-cd91-4553-b64d-7a6f153400bc,rwanda-population-statistics,False,"cod ,nodeid4158 ,population",True,None,"**Languages:** EN
",02/01/2003,2.0,Other,Rwanda - Population Statistics,hdx,ocha-rosea,"THE GENERAL CENSUS OF POPULATION AND HOUSING RWANDA: 16-30 AUGUST 2002. The dataset has been Published by National Census Commission, Min. of Finance and Economic Planning


",1.0,70.0,"Rwanda National Census Commission,  Min. of Finance and Economic Planning",Rwanda
